day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob
128,0.4380699661289955,0.12914477359529217,1.033438235459519,0.5378644258697816
129,0.45137116973629327,0.13047518189919502,1.0877876967497229,0.5046210475376712
130,0.46303551242593033,0.12843626677704295,1.1246168419222589,0.4738890603673769
131,0.4753639390646338,0.13675096031355424,1.1862767535089027,0.44494875414925883
132,0.4905258196737186,0.13675220233471505,1.2411139090827,0.4162071034701977
133,0.4905258196737186,0.13675220233471505,1.2411139090827,0.586755243569746
134,0.4905258196737186,0.13675220233471505,1.2411139090827,0.5671673595608713
135,0.4905258196737186,0.13675220233471505,1.2411139090827,0.5461112878529968
136,0.4905258196737186,0.13675220233471505,1.2411139090827,0.523673790037504
137,0.4905258196737186,0.13675220233471505,1.2411139090827,0.49982987978555005
138,0.4905258196737186,0.13675220233471505,1.2411139090827,0.4741671628358613
139,0.4905258196737186,0.13675220233471505,1.2411139090827,0.4459374522142686
140,0.4905258196737186,0.13675220233471505,1.2411139090827,0.4143962689248133
141,0.4905258196737186,0.13675220233471505,1.2411139090827,0.379183530398532
142,0.4905258196737186,0.13675220233471505,1.2411139090827,0.34055613645590505
143,0.4905258196737186,0.13675220233471505,1.2411139090827,0.29942800643357204
144,0.4905258196737186,0.13675220233471505,1.2411139090827,0.2572273557310423
145,0.4905258196737186,0.13675220233471505,1.2411139090827,0.21564466597156648
146,0.4905258196737186,0.13675220233471505,1.2411139090827,0.1763497205011656
147,0.4905258196737186,0.13675220233471505,1.2411139090827,0.14070748702493016
148,0.4905258196737186,0.13675220233471505,1.2411139090827,0.10963134312584173
149,0.4905258196737186,0.13675220233471505,1.2411139090827,0.0835131247576223
150,0.4905258196737186,0.13675220233471505,1.2411139090827,0.06229175781131747
151,0.4905258196737186,0.13675220233471505,1.2411139090827,0.045566306689000934
152,0.4905258196737186,0.13675220233471505,1.2411139090827,0.03274358822612976
153,0.4905258196737186,0.13675220233471505,1.2411139090827,0.023153053297040312
154,0.4905258196737186,0.13675220233471505,1.2411139090827,0.016131509437611578
155,0.4905258196737186,0.13675220233471505,1.2411139090827,0.011089008315512064
156,0.4905258196737186,0.13675220233471505,1.2411139090827,0.007526520180040126
157,0.4905258196737186,0.13675220233471505,1.2411139090827,0.005053297947386374
158,0.4905258196737186,0.13675220233471505,1.2411139090827,0.0033576212873328054
159,0.4905258196737186,0.13675220233471505,1.2411139090827,0.00220954363289585
160,0.4905258196737186,0.13675220233471505,1.2411139090827,0.0014410680115047496
161,0.4905258196737186,0.13675220233471505,1.2411139090827,0.0009320512433302031
162,0.4905258196737186,0.13675220233471505,1.2411139090827,0.000598138689901006
163,0.4905258196737186,0.13675220233471505,1.2411139090827,0.0003810480846832076
164,0.4905258196737186,0.13675220233471505,1.2411139090827,0.00024108036849805132
165,0.4905258196737186,0.13675220233471505,1.2411139090827,0.00015153709166587615
166,0.4905258196737186,0.13675220233471505,1.2411139090827,9.171291202640785e-05
167,0.4905258196737186,0.13675220233471505,1.2411139090827,5.702201559025702e-05
168,0.4905258196737186,0.13675220233471505,1.2411139090827,3.525531328164611e-05
169,0.4905258196737186,0.13675220233471505,1.2411139090827,2.16821019339119e-05
170,0.4905258196737186,0.13675220233471505,1.2411139090827,1.3267477566711039e-05
171,0.4905258196737186,0.13675220233471505,1.2411139090827,8.079647840549793e-06
172,0.4905258196737186,0.13675220233471505,1.2411139090827,4.897933476321059e-06
173,0.4905258196737186,0.13675220233471505,1.2411139090827,0.0
174,0.4905258196737186,0.13675220233471505,1.2411139090827,0.0
