day_of_outbreak,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,additional_case_prob,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper
112,0.12242373646951837,0.020110155247211506,0.3348768205761059,0.4565718624496107,0.08295692965850998,0.01530886718103106,0.16386657628019252,1.584441806356744,0.4565308544745663,3.9385044913309977
113,0.10377468775105811,0.0071445919821511595,0.2996650851727572,0.38721050137317936,0.07324491128226193,0.0051424458810940205,0.15437854689329902,1.516367213095037,0.45603788741936113,3.7583597701302405
114,0.08923601045308797,6.736044780539937e-06,0.2599813509321669,0.3208158713528434,0.06493812226931514,4.078664414351124e-06,0.14521244787479912,1.5084642571516633,0.4310884722089191,3.731477452040855
115,0.07896769215156918,2.677443643731592e-08,0.2591121049211012,0.26472837047801867,0.05834647403260235,1.0349701200448859e-08,0.13734221718176318,1.4707674814671277,0.42031836138580464,3.7490253399818476
116,0.12353411309414836,0.014501926469753786,0.36186635102957476,0.38010433016256795,0.0729891227158121,0.01132367679320588,0.14959174128783165,1.7823137550807047,0.49477418489023745,4.624093893324751
117,0.1066652460122557,0.0018772893433937697,0.3150785658169448,0.3253398815074888,0.06625588015338499,0.001032792998494332,0.1438690395981042,1.7479597408000813,0.46624303876436035,4.615649325553205
118,0.09663080640203663,1.3467843949065168e-06,0.303675136277746,0.2794709858696014,0.060928777100103075,5.111385064480085e-07,0.13978555371140527,1.7586578995775084,0.4322124033131618,4.774894501509229
119,0.08859771931914272,3.1343239620335675e-08,0.2894965101111981,0.23941679863070975,0.056513696498433644,1.0437898092772484e-08,0.1330297117559603,1.6942124607875175,0.4174277931345972,4.685715346843802
120,0.08227640093449212,1.8437879745586922e-08,0.3008808412406393,0.20508480807753582,0.051985667468501834,1.0002647495220907e-08,0.13138968272095364,1.6954360508763866,0.40620229081283993,4.849368446212584
121,0.0741400660921827,1.717462109038374e-08,0.27045719454060235,0.1715164266449739,0.04899512281694697,1.0000101649734957e-08,0.12651053298269832,1.649937063861872,0.4003487666231382,4.524364772392974
122,0.07043462865480528,1.1907099404337251e-08,0.2664737579513762,0.1467343126006332,0.04685330348411708,1.0000000073859617e-08,0.12524701042204256,1.6275965937341919,0.4032652227827149,4.415761772905386
123,0.06539533857538166,1.1168362498790443e-08,0.25550412262117966,0.1207605701458051,0.04436823055097174,1.0000000017947674e-08,0.1231987401623999,1.6328456878208673,0.3845039601361873,4.67183125573018
124,0.06280854627616753,1.031936636157428e-08,0.24077640254133037,0.10130357797473843,0.043715813092393335,1.0000000004015866e-08,0.12027104294280609,1.6119420093578554,0.3541539372390032,4.879061138295568
125,0.059834271302923674,8.949736583236878e-09,0.24982159264951898,0.08114056296107408,0.041443720290230725,1.000000000213978e-08,0.12060459811918654,1.5901253049242305,0.37550264590795074,4.4203618533083615
126,0.12943812390669993,0.012614353277721774,0.41759557723735014,0.2036135029175975,0.06636860810751592,0.009562254286493614,0.14201070582096906,2.0872950063788203,0.4631001970568442,6.148248415295309
127,0.12141877437692021,0.002566514247296746,0.3997367285620324,0.17839729786504332,0.06315852314393179,0.0015103881494669205,0.13719232731623618,2.061062590895898,0.4605697339633279,5.878756589838226
128,0.12088859662821243,0.0009718680265210014,0.4154232736278134,0.15764531962998873,0.061312822201339316,0.0005772223737481193,0.1382305795416172,2.0593835173421966,0.44697589911050495,6.081272328140605
129,0.11331674565858459,2.185242668362802e-06,0.38305780752261387,0.13664202541438553,0.05861559621283422,8.028573736632117e-07,0.13194644061102523,2.0471697955938013,0.42886851841964035,6.12017938381387
