date,temperature,temperature_smoothed,suitability_instantaneous,suitability_smoothed_instantaneous,suitability_smoothed_lagged
2017-11-16,10.1,12.524897489972243,0.0,0.0,0.0
2017-11-17,11.2,12.388195272696024,0.0,0.0,0.0
2017-11-18,9.7,12.253523936233385,0.0,0.0,0.0
2017-11-19,8.3,12.120914823764599,0.0,0.0,0.0
2017-11-20,8.6,11.990397731390582,0.0,0.0,0.0
2017-11-21,11.7,11.862000910494785,0.0,0.0,0.0
2017-11-22,12.8,11.735751071657482,0.0,0.0,0.0
2017-11-23,12.5,11.611673390107551,0.0,0.0,0.0
2017-11-24,12.9,11.489791512693559,0.0,0.0,0.0
2017-11-25,14.6,11.370127566355123,2.1753147455020315e-06,0.0,0.0
2017-11-26,11.7,11.25270216807409,0.0,0.0,0.0
2017-11-27,6.8,11.137534436283142,0.0,0.0,0.0
2017-11-28,5.8,11.024642003707008,0.0,0.0,0.0
2017-11-29,11.8,10.91404103161132,0.0,0.0,0.0
