onset_day,date,reported,cases_mean,cases_lower,cases_upper,reproduction_number_mean,reproduction_number_lower,reproduction_number_upper,suitability_mean,suitability_lower,suitability_upper,rep_no_factor_mean,rep_no_factor_lower,rep_no_factor_upper,additional_case_prob
106,2017-10-10,1,1.306375,1.0,3.0,0.20736544244641184,0.08828588237551291,0.4015714395612837,0.1612184329988149,0.0883889298968188,0.24106220055152755,1.3413751900047945,0.544732815723801,2.7147510393702485,0.9775665768955941
107,2017-10-11,0,0.252625,0.0,2.0,0.19804872557623623,0.08176883085680711,0.3960921338993141,0.1483815996820768,0.07666666926064945,0.22712501036803584,1.3971492921669377,0.5530034704166235,2.8497647162470288,0.9672533112811794
108,2017-10-12,0,0.23,0.0,2.0,0.19262815726465882,0.07584974737305276,0.3881733339554038,0.13736231412161484,0.06763795692979328,0.21411405994441432,1.4735160565187562,0.5580020416488997,3.0571590613647595,0.9500316805654802
109,2017-10-13,0,0.2115,0.0,1.0,0.19142304138857566,0.072765747260509,0.39543826030746665,0.12839909814472114,0.05943538176472397,0.20499426300946402,1.57113579804425,0.5852337900994056,3.368644266310752,0.9273577451218049
110,2017-10-14,1,1.193125,1.0,2.0,0.19283817621737154,0.06930652600661354,0.4119697030639733,0.12062622862333379,0.054109032191032386,0.19642363495723375,1.6888408470591512,0.6142250562078345,3.724127578932532,0.8983067155614463
111,2017-10-15,1,1.186125,1.0,2.0,0.19023030569545268,0.06485784367898559,0.41798060687862193,0.1135702969149084,0.04900282225951912,0.18779275192067502,1.7760943427175937,0.6155472031549946,4.0534228135542385,0.8767640594723407
112,2017-10-16,0,0.17075,0.0,1.0,0.18181614695442316,0.05837008735298527,0.40743313456907354,0.10653723820796267,0.042689246432653614,0.18170614178628863,1.8178659590848842,0.6100166426540647,4.210295547573021,0.8559069836497685
113,2017-10-17,0,0.14,0.0,1.0,0.17577366245149795,0.0522757531166988,0.39934005016244756,0.10029329065554625,0.03667505870577561,0.17530739140470838,1.8741850132108238,0.6147895486654738,4.411871800078441,0.8181692731190545
114,2017-10-18,0,0.1315,0.0,1.0,0.1729661086236126,0.04887588826353132,0.40042914675500585,0.095580008846358,0.032135527890083254,0.16910419526959256,1.9384691307619102,0.6167977962415785,4.5664821259580455,0.7772492790293499
115,2017-10-19,1,1.129375,1.0,2.0,0.1725625914787805,0.04779777109246942,0.40170792567301367,0.09190121928165818,0.030483539010672873,0.16478010940547255,2.017409591864413,0.6328798336396052,4.858506848182408,0.7338139126879896
116,2017-10-20,0,0.123,0.0,1.0,0.16521725392435807,0.0397482721375544,0.3990293479104882,0.08738695411278749,0.024849235507859606,0.16157702282835676,2.039186748889257,0.6195362115062496,4.973679596406187,0.7255815442269172
117,2017-10-21,0,0.09,0.0,1.0,0.159747849311423,0.03509054661279959,0.39554243769291936,0.08384979979454087,0.019905591193689415,0.1577240364772595,2.0638175594162216,0.6118933118709484,5.05652057473371,0.686796763940748
118,2017-10-22,0,0.074125,0.0,1.0,0.15703703015340664,0.029281591800486683,0.39652257420509623,0.08128929893090822,0.016691787557940933,0.15486548397348449,2.0955225080817583,0.6058862844857137,5.149356011649498,0.6481977169498861
119,2017-10-23,0,0.06275,0.0,1.0,0.15598527291678296,0.02793719187224055,0.3946025693823918,0.07928888985258026,0.014972922022375974,0.15270629816600073,2.139213513453129,0.6099255248898855,5.383351567329942,0.609584171428156
120,2017-10-24,0,0.05975,0.0,1.0,0.15731140629770438,0.02430098425533606,0.41178167598614396,0.07783642791563428,0.013391078141201555,0.1527852814950375,2.1912399882416627,0.6105362265058902,5.617616281500717,0.5707161195081242
121,2017-10-25,0,0.05775,0.0,1.0,0.15897486910959757,0.02311915048878367,0.42629894784114264,0.07686151317065358,0.013265111337980482,0.1507003762314432,2.241339319019762,0.6121305373651439,5.7473469918253794,0.5315039180169602
122,2017-10-26,0,0.053875,0.0,1.0,0.16310754486389506,0.024570299972233096,0.4429617280473193,0.07640567888472784,0.013241480007793691,0.14896724949301804,2.3033340739830455,0.605112206382005,5.910816268074161,0.49163305747203206
123,2017-10-27,0,0.0475,0.0,1.0,0.16799054193705257,0.028446473250619983,0.46016921805982236,0.07634705654203605,0.016075764343837493,0.14843530849102812,2.371608698171338,0.6253720612647439,6.196227884316398,0.4508681051580097
